Student_ID,Attendance_Rate,Study_Hours,Previous_Scores,Internet_Access,Result
1615,,4.3,88.9,Yes,Pass
1616,76.9,8.6,86.9,Yes,Pass
1617,76.6,7.8,82.5,Yes,Pass
1618,85.9,2.3,76.3,Yes,Fail
1619,82.2,8.2,74.0,Yes,Pass
1620,78.4,5.4,74.0,Yes,Pass
1621,63.1,9.2,77.4,Yes,Pass
1622,82.1,1.8,58.0,No,Pass
1623,100.0,1.4,91.6,Yes,Pass
1624,95.2,1.4,78.8,No,Fail
1625,98.9,10.9,91.4,Yes,Pass
1626,67.3,9.3,77.1,Yes,Pass
1627,60.2,7.8,53.5,Yes,Pass
1628,73.1,1.3,74.3,Yes,Fail
1629,75.8,7.9,79.5,Yes,Pass
1630,91.4,1.3,86.6,Yes,Fail
1631,49.6,0.2,63.6,Yes,Fail
1632,97.9,3.0,76.7,Yes,Pass
1633,72.6,3.6,65.6,Yes,Fail
1634,68.6,10.1,60.5,Yes,Pass
1635,59.8,1.8,75.4,Yes,Fail
1636,50.2,16.6,63.9,Yes,Pass
1637,87.3,4.8,83.1,Yes,Pass
1638,76.1,3.8,61.0,Yes,Fail
1639,55.7,3.8,67.5,Yes,Fail
1640,55.6,1.4,74.1,Yes,Fail
1641,70.0,3.2,56.6,Yes,Fail
1642,,5.1,84.6,Yes,Pass
1643,71.1,8.0,59.8,Yes,Pass
1644,52.5,3.1,62.0,Yes,Pass
1645,71.3,4.8,66.6,Yes,Pass
1646,70.9,7.2,79.3,Yes,Pass
1647,34.5,3.0,58.9,Yes,Pass
1648,74.2,8.3,90.0,Yes,Pass
1649,71.5,6.2,75.2,Yes,Pass
1650,85.4,7.4,86.1,No,Pass
1651,100.0,0.7,84.4,No,Pass
1652,91.9,3.3,74.9,No,Pass
1653,71.0,2.5,83.8,Yes,Pass
1654,58.4,0.5,81.6,Yes,Fail
1655,100.0,7.8,97.1,Yes,Pass
1656,75.9,1.0,79.3,Yes,Pass
1657,75.2,10.3,67.9,Yes,Pass
1658,74.6,4.0,88.7,Yes,Pass
1659,78.0,5.8,84.8,Yes,Pass
1660,72.8,2.5,96.6,No,Pass
1661,66.4,8.3,61.7,Yes,Pass
1662,66.8,3.9,82.0,Yes,Pass
1663,74.5,6.0,82.7,No,Pass
1664,66.8,8.9,70.0,Yes,Pass
1665,64.3,6.6,85.8,No,Pass
1666,76.6,3.0,82.3,No,Fail
1667,71.2,3.9,66.2,Yes,Fail
1668,97.6,7.6,87.6,Yes,Pass
1669,35.2,3.4,48.1,Yes,Fail
1670,91.4,4.2,81.0,Yes,Pass
1671,93.7,5.2,93.9,Yes,Pass
1672,43.9,2.5,71.8,Yes,Fail
1673,69.9,3.9,77.2,Yes,Pass
1674,69.4,4.8,67.2,Yes,Pass
1675,53.9,4.7,70.8,Yes,Fail
1676,63.3,4.6,78.9,Yes,Pass
1677,58.3,3.1,49.4,Yes,Fail
1678,100.0,4.9,91.2,Yes,Pass
1679,89.0,9.9,82.6,Yes,Pass
1680,94.1,3.9,96.6,Yes,Pass
1681,85.8,4.9,86.8,Yes,Fail
1682,58.1,3.9,73.9,Yes,Pass
1683,67.1,9.6,68.7,Yes,Pass
1684,,3.4,81.2,Yes,Pass
1685,56.7,2.0,77.8,Yes,Pass
1686,85.7,6.8,82.2,Yes,Pass
1687,71.4,3.3,77.4,Yes,Fail
1688,69.4,6.5,59.3,Yes,Fail
1689,85.7,2.9,82.2,Yes,Fail
1690,81.7,1.6,60.7,No,Pass
1691,69.6,4.0,69.6,Yes,Fail
1692,92.4,1.1,86.8,Yes,Pass
1693,,5.1,77.1,No,Fail
1694,84.2,7.4,72.1,Yes,Pass
1695,83.9,13.6,85.7,Yes,Pass
1696,70.4,2.8,89.9,Yes,Pass
1697,79.9,2.3,73.5,Yes,Fail
1698,56.2,7.2,52.6,Yes,Fail
1699,,6.9,87.3,Yes,Pass
1700,72.2,7.2,64.2,Yes,Pass
1701,67.2,13.7,65.4,Yes,Pass
1702,90.7,4.2,94.6,Yes,Pass
1703,64.4,15.6,91.0,Yes,Pass
1704,53.9,3.2,56.9,Yes,Fail
1705,51.7,2.4,58.5,Yes,Fail
1706,84.1,2.2,77.7,Yes,Pass
1707,55.8,2.1,62.4,Yes,Fail
1708,100.0,14.2,100.0,Yes,Pass
1709,43.8,9.2,56.6,Yes,Fail
1710,100.0,13.3,86.1,Yes,Pass
1711,78.2,0.7,95.3,Yes,Fail
1712,73.5,1.3,82.5,No,Pass
1713,66.8,3.3,83.3,Yes,Pass
1714,81.0,2.9,71.4,Yes,Fail
1715,74.4,4.9,71.9,Yes,Pass
1716,91.5,4.3,75.4,Yes,Pass
1717,76.7,1.7,86.4,Yes,Pass
1718,77.3,2.6,90.9,Yes,Pass
1719,69.5,3.4,68.8,Yes,Pass
1720,74.1,1.5,73.4,Yes,Fail
1721,79.6,3.8,76.6,Yes,Fail
1722,49.3,1.6,49.2,Yes,Fail
1723,54.8,3.7,60.7,Yes,Pass
1724,86.1,1.9,90.8,Yes,Fail
1725,77.6,7.8,70.0,Yes,Pass
1726,72.2,5.6,77.0,Yes,Pass
1727,75.3,5.5,64.6,Yes,Pass
1728,80.2,6.8,78.7,Yes,Pass
1729,66.9,5.8,67.8,Yes,Pass
1730,63.3,7.9,59.4,No,Fail
1731,77.9,4.6,86.9,Yes,Pass
1732,60.3,6.7,78.6,Yes,Pass
1733,81.1,5.4,70.9,Yes,Pass
1734,49.5,5.4,62.6,Yes,Fail
1735,90.4,1.1,85.6,No,Pass
1736,,1.7,62.9,Yes,Fail
1737,78.8,5.0,65.4,No,Pass
1738,89.7,2.2,97.7,Yes,Pass
1739,100.0,3.9,79.3,Yes,Pass
1740,90.2,2.7,97.7,Yes,Pass
1741,47.4,2.8,50.2,Yes,Fail
1742,55.8,4.3,74.5,Yes,Fail
1743,65.6,3.3,69.7,No,Pass
1744,75.4,10.2,76.0,Yes,Pass
1745,82.8,1.2,100.0,Yes,Pass
1746,64.1,6.2,59.5,Yes,Fail
1747,77.8,7.0,84.8,Yes,Pass
1748,63.7,10.7,77.4,Yes,Pass
1749,65.8,4.3,100.0,Yes,Pass
1750,53.9,6.5,56.2,Yes,Pass
1751,61.2,10.1,64.3,Yes,Pass
1752,54.7,2.5,75.5,Yes,Fail
1753,60.4,2.0,68.2,Yes,Fail
1754,90.8,4.5,80.8,Yes,Pass
1755,60.8,3.5,80.0,Yes,Pass
1756,100.0,6.6,87.3,Yes,Pass
1757,82.4,1.2,72.3,Yes,Pass
1758,77.8,9.7,86.2,Yes,Pass
1759,62.1,5.0,74.8,Yes,Pass
1760,85.5,3.4,79.6,Yes,Fail
1761,66.4,4.1,69.6,No,Pass
1762,76.8,8.2,69.3,Yes,Pass
1763,100.0,5.9,97.3,Yes,Pass
1764,73.6,4.1,73.2,Yes,Fail
1765,92.2,3.5,78.4,Yes,Pass
1766,64.5,3.7,59.4,Yes,Pass
1767,74.5,6.4,81.2,No,Pass
1768,100.0,3.3,84.9,Yes,Pass
1769,65.6,6.1,52.7,Yes,Fail
1770,100.0,2.0,78.0,Yes,Pass
1771,85.6,2.3,80.5,Yes,Fail
1772,66.6,4.0,71.2,Yes,Fail
1773,84.5,3.5,79.8,Yes,Pass
1774,89.6,2.4,81.0,No,Fail
1775,84.3,1.6,67.4,Yes,Pass
1776,51.4,2.1,57.0,Yes,Fail
1777,64.1,11.3,83.9,Yes,Pass
1778,71.3,2.4,86.0,Yes,Pass
1779,73.9,4.3,82.7,Yes,Pass
1780,84.3,2.4,87.0,Yes,Pass
1781,77.7,3.3,87.9,Yes,Pass
1782,,7.5,56.3,Yes,Fail
1783,80.7,3.5,80.7,Yes,Fail
1784,84.2,3.2,70.9,Yes,Fail
1785,83.4,2.5,70.7,Yes,Fail
1786,91.2,3.4,89.3,Yes,Pass
1787,87.5,5.4,93.2,Yes,Pass
1788,81.9,0.8,79.0,No,Fail
1789,73.9,1.4,93.4,Yes,Pass
1790,,5.5,67.2,Yes,Fail
1791,81.4,4.2,72.9,No,Fail
1792,78.1,2.6,68.2,Yes,Fail
1793,79.1,5.7,89.7,Yes,Pass
1794,55.8,3.0,69.2,Yes,Pass
1795,58.8,7.4,76.2,Yes,Pass
1796,90.8,2.6,58.8,Yes,Pass
1797,74.4,2.0,79.6,Yes,Pass
1798,85.2,18.1,77.5,Yes,Pass
1799,75.4,6.5,63.8,Yes,Pass
1800,75.4,2.2,77.1,Yes,Pass
1801,89.1,3.1,95.5,No,Pass
1802,67.3,2.6,96.3,Yes,Pass
1803,76.4,0.9,80.6,Yes,Fail
1804,68.1,3.2,67.0,Yes,Fail
1805,68.5,4.5,66.6,Yes,Fail
1806,70.4,9.9,84.8,No,Pass
1807,78.3,3.8,69.2,Yes,Pass
1808,67.8,2.8,80.1,Yes,Pass
1809,93.8,10.7,89.8,Yes,Pass
1810,61.6,9.2,72.6,Yes,Pass
1811,72.2,4.5,60.4,Yes,Fail
1812,68.4,4.2,70.6,No,Pass
1813,96.7,5.3,73.8,Yes,Pass
1814,77.9,2.5,73.1,Yes,Fail
1815,90.5,4.1,94.4,Yes,Pass
1816,52.7,2.5,78.7,Yes,Pass
1817,79.0,9.4,81.6,Yes,Pass
1818,88.3,2.1,78.4,Yes,Pass
1819,76.2,4.8,94.0,Yes,Pass
1820,91.0,4.9,79.7,Yes,Pass
1821,67.2,9.9,62.2,Yes,Pass
1822,96.1,2.8,95.0,Yes,Pass
1823,100.0,2.4,94.6,Yes,Pass
1824,69.6,6.2,69.4,Yes,Pass
1825,68.3,5.7,75.2,Yes,Pass
1826,96.8,13.5,92.8,Yes,Pass
1827,98.7,4.6,91.4,Yes,Pass
1828,,9.3,78.2,Yes,Pass
1829,68.7,8.6,69.3,Yes,Pass
1830,70.8,2.4,80.7,Yes,Pass
1831,54.8,1.1,67.6,Yes,Fail
1832,61.2,3.2,65.9,Yes,Fail
1833,59.9,7.2,67.5,Yes,Pass
1834,63.5,10.0,70.8,Yes,Pass
1835,74.5,0.1,62.8,Yes,Fail
1836,78.5,2.0,72.9,No,Pass
1837,,5.3,89.8,No,Pass
1838,60.0,6.4,56.5,Yes,Pass
1839,89.8,1.8,78.7,Yes,Pass
1840,71.8,2.4,99.7,Yes,Pass
1841,74.3,0.9,65.9,Yes,Pass
1842,85.1,11.5,78.7,Yes,Pass
1843,58.2,4.8,60.8,No,Pass
1844,80.7,2.4,79.2,Yes,Fail
1845,77.5,8.9,70.6,Yes,Pass
1846,82.4,4.8,78.8,Yes,Pass
1847,79.3,9.9,72.5,Yes,Pass
1848,100.0,10.8,100.0,Yes,Pass
1849,65.4,1.8,73.5,Yes,Fail
1850,67.0,9.2,63.5,No,Pass
1851,65.7,9.0,81.3,Yes,Pass
1852,66.7,5.7,63.8,Yes,Pass
1853,65.4,6.0,57.1,Yes,Fail
1854,92.8,4.6,86.4,Yes,Pass
1855,96.3,1.5,100.0,Yes,Pass
1856,66.4,1.4,54.9,Yes,Fail
1857,62.5,11.8,57.9,Yes,Pass
1858,82.1,4.8,88.6,Yes,Pass
1859,66.7,3.4,66.9,Yes,Fail
1860,84.5,6.3,88.4,Yes,Pass
1861,78.0,2.3,70.6,Yes,Fail
1862,52.3,3.0,67.6,Yes,Fail
1863,98.2,4.2,100.0,Yes,Pass
1864,100.0,2.7,78.1,Yes,Pass
1865,65.8,5.9,83.1,Yes,Pass
1866,,3.8,81.4,Yes,Pass
1867,79.3,5.8,64.8,No,Pass
1868,80.0,6.2,85.6,Yes,Pass
1869,84.9,8.7,83.2,Yes,Pass
1870,100.0,3.3,90.9,No,Pass
1871,72.3,1.8,79.5,Yes,Pass
1872,63.0,9.9,68.0,Yes,Pass
1873,54.3,0.8,67.9,Yes,Fail
1874,64.0,18.8,74.4,Yes,Pass
1875,74.5,2.5,84.7,Yes,Pass
1876,100.0,3.8,74.7,Yes,Pass
1877,67.2,1.5,86.5,Yes,Fail
1878,,4.5,67.6,Yes,Fail
1879,74.8,2.6,85.0,Yes,Pass
1880,92.8,1.6,87.2,No,Pass
1881,100.0,1.2,77.2,Yes,Pass
1882,67.0,2.2,78.8,Yes,Fail
1883,67.7,6.7,64.4,Yes,Fail
1884,90.7,5.9,96.0,Yes,Pass
1885,85.2,1.9,75.5,Yes,Pass
1886,100.0,3.1,75.1,No,Pass
1887,83.8,7.8,97.2,No,Pass
1888,69.6,3.2,76.6,Yes,Fail
1889,83.9,10.1,90.6,No,Pass
1890,91.6,15.9,77.3,No,Pass
1891,87.3,2.2,64.7,Yes,Pass
1892,82.6,2.5,98.1,Yes,Pass
1893,91.0,11.1,85.4,Yes,Pass
1894,92.5,3.2,91.2,Yes,Pass
1895,95.7,8.2,94.4,Yes,Pass
1896,84.7,4.8,79.0,Yes,Pass
1897,72.5,3.5,78.5,Yes,Pass
1898,77.2,6.5,94.5,Yes,Fail
1899,93.1,11.2,86.2,Yes,Pass
1900,62.7,9.1,80.8,Yes,Pass
1901,80.5,4.0,60.3,Yes,Pass
1902,69.1,4.9,85.8,Yes,Pass
1903,75.4,8.2,62.5,Yes,Fail
1904,94.2,5.1,97.2,Yes,Pass
1905,77.9,12.3,82.9,Yes,Pass
1906,75.7,0.4,76.9,Yes,Fail
1907,54.6,2.3,66.3,Yes,Fail
1908,86.2,6.1,80.6,No,Pass
1909,84.7,2.9,74.1,Yes,Pass
1910,100.0,11.4,87.9,Yes,Pass
1911,70.4,2.4,97.3,Yes,Pass
1912,78.3,4.5,92.2,Yes,Pass
1913,,2.2,70.6,Yes,Fail
1914,,3.9,92.0,Yes,Pass
1915,73.6,0.8,77.8,Yes,Pass
1916,79.2,1.2,78.2,Yes,Fail
1917,84.1,15.3,72.0,Yes,Pass
1918,77.8,4.2,83.4,Yes,Pass
1919,68.3,3.1,82.6,Yes,Pass
1920,77.9,1.5,70.6,Yes,Fail
1921,91.1,1.8,100.0,Yes,Pass
1922,59.6,14.2,85.0,No,Pass
1923,77.0,4.4,84.0,Yes,Pass
1924,64.5,8.9,59.9,Yes,Pass
1925,92.9,2.6,90.5,Yes,Pass
1926,52.2,12.8,68.9,Yes,Pass
1927,66.6,2.7,78.4,Yes,Fail
1928,80.7,1.7,96.3,No,Pass
1929,98.5,5.7,87.5,Yes,Pass
1930,74.0,1.0,97.5,Yes,Fail
1931,66.7,0.8,77.4,Yes,Fail
1932,100.0,11.4,87.1,Yes,Pass
1933,53.3,2.2,90.6,Yes,Pass
1934,42.0,6.5,69.3,Yes,Pass
1935,81.6,14.5,76.3,No,Pass
1936,67.5,4.3,74.6,Yes,Fail
1937,59.7,6.4,76.2,No,Pass
1938,85.6,0.8,81.3,Yes,Pass
1939,78.7,2.0,80.7,Yes,Pass
1940,66.5,12.7,65.1,Yes,Pass
1941,55.8,3.1,51.0,Yes,Fail
1942,88.1,1.2,85.1,No,Pass
1943,84.8,6.1,83.8,Yes,Pass
1944,73.5,10.3,82.0,Yes,Pass
1945,100.0,2.8,84.2,No,Pass
1946,,6.1,56.0,Yes,Fail
1947,52.1,8.0,56.4,Yes,Fail
1948,64.6,3.6,82.9,Yes,Pass
1949,74.3,3.2,70.5,Yes,Fail
1950,78.7,14.2,74.9,Yes,Pass
1951,71.4,1.3,72.6,Yes,Fail
1952,80.3,4.6,74.0,Yes,Fail
1953,56.2,3.8,61.2,Yes,Fail
1954,96.7,3.8,79.6,Yes,Pass
1955,73.8,7.7,90.9,Yes,Pass
1956,91.8,6.5,92.7,Yes,Pass
1957,80.1,5.2,92.5,Yes,Pass
1958,81.9,0.8,95.4,Yes,Pass
1959,83.5,1.8,58.3,Yes,Fail
1960,81.7,3.4,84.3,Yes,Pass
1961,84.6,4.5,76.4,No,Pass
1962,94.9,12.6,98.6,Yes,Pass
1963,77.9,4.4,71.5,Yes,Pass
1964,85.6,7.4,72.3,Yes,Pass
1965,73.7,3.9,62.5,No,Pass
1966,96.6,7.0,85.3,Yes,Pass
1967,64.9,4.2,81.6,Yes,Pass
1968,100.0,1.6,92.6,Yes,Pass
1969,74.4,6.3,65.2,Yes,Fail
1970,53.5,5.9,88.3,No,Pass
1971,76.9,1.0,84.9,Yes,Pass
1972,64.8,3.9,80.2,Yes,Pass
1973,87.6,3.9,96.7,Yes,Pass
1974,65.2,2.5,56.2,Yes,Fail
1975,68.3,1.5,65.0,Yes,Fail
1976,,5.0,71.6,Yes,Fail
1977,68.2,11.8,66.0,Yes,Pass
1978,38.6,6.8,56.5,Yes,Fail
1979,51.2,0.9,64.8,Yes,Fail
1980,86.4,11.2,70.4,Yes,Pass
1981,86.8,10.1,79.8,Yes,Pass
1982,81.4,2.6,89.8,Yes,Pass
1983,60.5,1.0,77.5,Yes,Fail
1984,74.3,2.7,88.3,Yes,Fail
1985,74.9,2.9,87.5,Yes,Pass
1986,,1.1,72.9,Yes,Pass
1987,97.6,4.9,92.1,Yes,Pass
1988,,2.1,86.6,Yes,Pass
1989,71.7,1.3,69.6,Yes,Fail
1990,75.4,3.3,67.4,Yes,Pass
1991,78.1,11.6,72.2,Yes,Pass
1992,44.4,7.7,58.9,Yes,Fail
1993,71.3,5.7,69.1,Yes,Pass
1994,64.8,2.6,76.5,No,Fail
1995,60.0,1.1,72.0,Yes,Fail
1996,70.8,1.5,78.5,Yes,Fail
1997,100.0,7.4,93.5,Yes,Pass
1998,,2.0,94.3,Yes,Fail
1999,66.4,4.6,73.1,Yes,Pass
2000,83.6,5.7,91.9,Yes,Pass
2001,96.0,0.8,93.2,Yes,Fail
2002,88.9,4.1,95.7,Yes,Pass
2003,75.9,5.4,94.1,Yes,Pass
2004,65.3,13.6,78.4,No,Pass
2005,85.5,4.5,83.8,Yes,Pass
2006,80.9,7.2,81.4,Yes,Pass
2007,88.4,2.7,79.5,No,Pass
2008,84.5,8.5,77.2,Yes,Pass
2009,90.7,1.2,94.4,Yes,Pass
2010,67.0,5.9,63.9,Yes,Pass
2011,94.8,4.7,100.0,Yes,Pass
2012,78.0,9.5,77.5,Yes,Fail
2013,100.0,5.7,100.0,Yes,Pass
2014,64.7,3.4,65.4,Yes,Fail
2015,100.0,8.4,92.5,Yes,Pass
2016,78.0,5.7,75.5,Yes,Pass
2017,65.2,1.7,64.7,Yes,Fail
2018,67.7,3.6,84.5,Yes,Pass
2019,70.2,1.5,64.0,Yes,Fail
2020,81.4,5.4,73.9,Yes,Pass
2021,82.8,5.8,87.3,Yes,Pass
2022,66.4,12.3,80.6,Yes,Pass
2023,74.6,3.6,63.4,Yes,Pass
2024,100.0,3.1,95.8,Yes,Pass
2025,,0.9,91.3,Yes,Pass
2026,81.5,3.6,71.6,Yes,Pass
2027,75.6,3.3,69.9,Yes,Fail
2028,76.8,4.4,58.1,No,Fail
2029,,3.2,99.3,Yes,Pass
2030,59.7,3.2,80.0,Yes,Fail
2031,71.1,4.4,62.7,Yes,Pass
2032,50.0,3.8,73.0,Yes,Fail
2033,81.0,3.1,74.8,No,Pass
2034,84.7,3.1,91.5,Yes,Pass
2035,67.8,14.8,68.9,No,Pass
2036,98.6,3.0,85.7,No,Pass
2037,56.6,3.4,65.4,Yes,Fail
2038,53.0,0.7,59.9,Yes,Fail
2039,78.4,8.5,93.2,Yes,Pass
2040,90.7,0.3,94.3,Yes,Fail
2041,100.0,1.7,91.1,Yes,Pass
2042,68.1,6.2,84.3,Yes,Pass
2043,91.2,0.6,69.3,Yes,Fail
2044,74.4,2.3,64.9,No,Fail
2045,72.4,4.0,80.9,No,Fail
2046,88.3,3.7,91.5,Yes,Pass
2047,84.8,2.3,85.2,Yes,Pass
2048,51.4,7.2,46.9,Yes,Fail
2049,97.1,7.5,77.9,Yes,Pass
2050,95.7,6.3,92.0,Yes,Pass
2051,,2.8,97.1,Yes,Pass
2052,80.9,4.6,92.6,Yes,Pass
2053,82.4,2.5,97.0,No,Pass
2054,78.9,18.0,82.8,Yes,Pass
2055,,5.2,76.7,Yes,Fail
2056,64.9,2.8,62.1,Yes,Pass
2057,,15.9,86.8,No,Pass
2058,92.6,3.1,85.6,Yes,Pass
2059,83.2,5.1,88.5,Yes,Pass
2060,69.4,7.3,75.0,No,Pass
2061,86.6,2.6,86.1,Yes,Fail
2062,32.3,2.4,55.3,No,Fail
2063,92.2,8.2,88.3,Yes,Pass
2064,48.9,7.3,74.5,No,Pass
2065,69.6,7.3,62.1,Yes,Pass
2066,58.2,5.8,54.2,Yes,Fail
2067,55.6,14.7,72.1,Yes,Pass
2068,92.4,4.3,100.0,Yes,Pass
2069,,2.0,90.9,Yes,Pass
2070,80.2,1.4,67.9,Yes,Fail
2071,74.3,3.0,73.1,Yes,Fail
2072,82.2,0.0,66.3,Yes,Fail
2073,76.2,10.4,72.6,Yes,Pass
2074,55.8,5.6,79.1,Yes,Pass
2075,89.9,2.0,84.8,Yes,Pass
2076,67.6,8.6,70.1,Yes,Pass
2077,51.7,1.4,71.3,Yes,Pass
2078,68.6,1.7,66.3,Yes,Fail
2079,97.5,4.4,100.0,Yes,Fail
2080,87.8,11.4,84.0,Yes,Pass
2081,69.8,5.5,70.9,Yes,Fail
2082,69.8,1.8,80.8,No,Pass
2083,70.2,2.1,84.5,Yes,Pass
2084,100.0,4.9,100.0,No,Pass
2085,80.7,1.1,78.3,No,Pass
2086,81.5,1.2,91.6,Yes,Pass
2087,90.5,3.3,86.3,Yes,Pass
2088,78.6,6.6,73.2,Yes,Pass
2089,71.1,7.0,67.8,Yes,Pass
2090,72.1,4.4,65.1,Yes,Fail
2091,73.9,7.7,69.5,Yes,Pass
2092,74.4,12.5,88.4,Yes,Pass
2093,85.9,2.7,90.0,Yes,Pass
2094,75.8,1.0,65.5,Yes,Fail
2095,86.0,3.0,65.5,Yes,Pass
2096,73.8,1.8,65.8,Yes,Fail
2097,76.2,5.8,70.3,Yes,Pass
2098,45.0,1.4,59.5,Yes,Fail
2099,88.7,3.9,96.1,Yes,Fail
2100,80.2,1.8,74.6,Yes,Pass
2101,90.0,3.2,100.0,Yes,Pass
2102,31.6,4.0,39.0,Yes,Fail
2103,100.0,6.5,86.5,Yes,Pass
2104,72.9,4.1,84.3,No,Pass
2105,91.6,2.5,94.3,Yes,Pass
2106,,7.3,66.3,Yes,Pass
2107,84.2,4.2,92.1,Yes,Fail
2108,,2.7,77.7,Yes,Pass
2109,65.6,6.6,66.0,No,Pass
2110,100.0,4.9,93.1,Yes,Pass
2111,72.1,6.2,83.1,Yes,Pass
2112,78.3,9.1,73.0,Yes,Pass
2113,88.1,1.5,100.0,Yes,Fail
2114,82.4,18.1,72.8,Yes,Pass
2115,77.3,5.7,80.1,Yes,Fail
2116,80.5,1.4,67.8,Yes,Fail
2117,100.0,10.0,91.0,Yes,Pass
2118,74.1,2.3,66.4,Yes,Fail
2119,78.0,12.6,76.1,No,Pass
2120,90.8,1.6,69.5,Yes,Fail
2121,91.6,3.9,93.8,Yes,Pass
2122,92.8,7.4,90.0,Yes,Pass
2123,84.6,6.7,93.2,No,Pass
2124,57.9,5.3,65.5,Yes,Pass
2125,99.5,8.4,100.0,Yes,Pass
2126,57.8,2.8,69.3,Yes,Fail
2127,79.5,8.7,80.9,Yes,Pass
2128,63.7,2.4,93.0,Yes,Pass
2129,74.0,11.7,72.2,Yes,Pass
2130,,2.6,92.2,No,Pass
2131,79.8,1.2,84.7,Yes,Fail
2132,81.3,6.7,74.9,Yes,Pass
2133,99.2,4.7,76.4,Yes,Pass
2134,81.8,5.4,70.6,Yes,Pass
2135,71.3,3.2,87.0,Yes,Pass
2136,89.5,6.0,100.0,Yes,Pass
2137,92.8,11.0,87.3,Yes,Pass
2138,56.6,5.2,69.7,Yes,Pass
2139,84.0,1.0,89.8,Yes,Pass
2140,85.5,4.1,83.5,Yes,Pass
2141,70.5,5.8,86.2,Yes,Pass
2142,95.6,12.3,90.7,Yes,Pass
2143,72.7,7.0,77.7,Yes,Pass
2144,76.9,2.1,71.5,Yes,Fail
2145,72.4,4.0,66.7,Yes,Pass
2146,75.2,7.3,46.0,Yes,Fail
2147,58.6,6.1,81.6,Yes,Pass
2148,53.4,6.4,65.2,Yes,Pass
2149,98.9,1.2,85.4,Yes,Pass
2150,,6.7,51.6,Yes,Fail
2151,60.1,4.9,63.6,Yes,Pass
2152,42.7,6.9,53.6,Yes,Fail
2153,65.4,4.7,64.8,No,Pass
2154,55.2,3.7,70.9,Yes,Fail
2155,99.6,8.9,91.0,No,Pass
2156,90.1,5.8,71.4,Yes,Pass
2157,64.7,1.4,59.4,Yes,Fail
2158,100.0,4.5,77.0,Yes,Pass
2159,89.7,3.2,100.0,Yes,Pass
2160,70.1,2.9,90.0,Yes,Fail
2161,37.5,6.0,50.2,Yes,Fail
2162,100.0,4.7,70.2,Yes,Pass
2163,54.2,5.9,68.4,Yes,Fail
2164,50.3,8.0,65.6,Yes,Fail
2165,90.3,3.9,88.3,Yes,Pass
2166,100.0,7.8,97.4,Yes,Pass
2167,95.8,2.5,92.4,Yes,Pass
2168,83.5,9.2,70.6,No,Pass
2169,83.9,2.7,84.9,Yes,Pass
2170,87.8,1.6,92.4,Yes,Pass
2171,86.4,5.5,76.0,Yes,Fail
2172,79.2,4.0,82.6,Yes,Pass
2173,76.6,4.4,72.8,Yes,Pass
2174,74.1,1.4,97.0,No,Pass
2175,63.7,1.5,58.6,No,Fail
2176,70.8,3.1,87.0,Yes,Pass
2177,49.6,6.9,48.1,Yes,Fail
2178,73.5,3.2,94.7,Yes,Pass
2179,60.2,1.5,58.7,Yes,Fail
2180,58.4,9.2,71.1,Yes,Pass
2181,,1.5,62.6,Yes,Fail
2182,95.9,4.5,74.5,Yes,Pass
2183,88.8,6.9,93.4,Yes,Pass
2184,51.4,3.0,76.0,Yes,Fail
2185,60.2,6.9,72.5,Yes,Fail
2186,89.1,11.5,92.0,Yes,Pass
2187,60.3,6.7,80.6,Yes,Pass
2188,71.6,3.9,69.0,Yes,Pass
2189,83.3,4.4,67.7,No,Pass
2190,,0.4,70.1,Yes,Pass
2191,76.6,2.6,72.5,Yes,Pass
2192,55.0,0.5,71.4,Yes,Fail
2193,66.0,1.9,78.5,Yes,Fail
2194,79.8,4.2,73.1,Yes,Fail
2195,51.1,5.2,72.6,Yes,Pass
2196,81.6,6.1,87.3,Yes,Pass
2197,74.7,14.0,84.6,Yes,Pass
2198,83.3,1.0,77.6,Yes,Pass
2199,78.4,1.9,87.0,Yes,Fail
2200,95.5,5.1,93.0,Yes,Pass
2201,76.9,7.3,84.9,Yes,Pass
2202,68.6,2.4,91.1,Yes,Pass
2203,76.8,4.8,81.7,Yes,Pass
2204,83.1,5.3,75.5,Yes,Pass
2205,75.7,12.3,66.7,Yes,Pass
2206,75.6,1.2,89.1,Yes,Pass
2207,64.5,5.9,75.8,Yes,Fail
2208,65.1,7.5,89.3,Yes,Pass
2209,54.0,6.4,46.7,Yes,Fail
2210,100.0,9.9,99.1,No,Pass
2211,56.3,1.6,65.5,Yes,Fail
2212,64.6,0.4,68.8,Yes,Fail
2213,64.2,9.5,64.5,Yes,Fail
2214,88.4,3.1,93.2,Yes,Pass
2215,70.6,3.9,81.4,No,Fail
2216,93.7,4.3,75.4,Yes,Pass
2217,64.9,4.6,74.1,Yes,Pass
2218,79.2,8.0,86.7,No,Pass
2219,62.5,5.8,73.0,Yes,Pass
2220,100.0,1.1,100.0,Yes,Pass
2221,57.2,3.9,65.7,Yes,Fail
2222,79.6,5.2,57.3,Yes,Fail
2223,84.5,6.2,84.1,Yes,Pass
2224,,3.7,82.4,No,Pass
2225,72.2,2.6,79.2,Yes,Pass
2226,,8.3,87.6,Yes,Pass
2227,,3.0,58.3,Yes,Fail
2228,72.8,6.6,74.0,Yes,Pass
2229,89.5,7.9,75.5,Yes,Pass
2230,100.0,5.0,77.9,Yes,Pass
2231,66.6,2.4,72.6,Yes,Pass
2232,54.5,5.8,74.3,Yes,Fail
